,ArrFlight,ACType,bookload,STD,ATA,ArrRoute,DepRoute
2005,GF057,320,152,2022-01-24 16:00:57,2022-01-24 16:03:01,BKK,MED
2006,GF004,73H,90,2022-01-24 10:31:06,2022-01-24 10:52:02,CAI,CAI
2007,GF965,332,135,2022-01-24 10:15:12,2022-01-24 11:36:10,BOM,LHR
2008,GF565,73H,88,2022-01-24 05:24:36,2022-01-24 05:53:23,SAW,KHI
2009,GF153,73G,115,2022-01-24 03:09:08,2022-01-24 03:27:02,MCT,ELQ
2010,AI939,321,121,2022-01-23 23:49:48,2022-01-23 22:58:01,CAI,DAC
2011,GF145,333,120,2022-01-23 18:30:20,2022-01-23 18:12:05,IST,NHD
2012,GF182,73G,121,2022-01-23 13:27:03,2022-01-23 12:45:16,MCT,SHJ
2013,WY655,77W,60,2022-01-23 10:58:41,2022-01-23 10:10:41,NHD,CCJ
2014,GF503,73G,68,2022-01-23 10:19:17,2022-01-23 09:42:07,DMM,XJD
2015,GF162,321,54,2022-01-23 07:43:37,2022-01-23 06:51:37,DMM,DEL
2016,GF026,7M8,145,2022-01-23 02:32:10,2022-01-23 02:20:36,BOM,AMM
2017,GF965,321,85,2022-01-22 20:48:39,2022-01-22 21:58:35,IST,AUH
2018,EK835,7M8,76,2022-01-22 15:06:53,2022-01-22 14:59:55,ADJ,KMC
2019,PC824,77W,36,2022-01-22 12:50:41,2022-01-22 12:35:27,FRA,AUH
2020,GF773,320,51,2022-01-22 08:08:17,2022-01-22 09:01:02,JED,JED
2021,GF765,32N,145,2022-01-22 03:34:33,2022-01-22 02:57:53,CAI,MCT
2022,PC824,77W,89,2022-01-22 00:33:32,2022-01-21 23:11:28,MAN,DXB
2023,5W7029,738,136,2022-01-21 22:13:29,2022-01-21 23:44:59,HKG,LEJ
2024,GF018,332,65,2022-01-21 21:47:54,2022-01-21 22:50:08,DXB,CAI
2025,GF547,320,96,2022-01-21 20:51:22,2022-01-21 20:27:34,DEL,DXB
2026,G9101,332,122,2022-01-21 18:00:33,2022-01-21 18:10:46,AMM,BLR
2027,GF145,7M8,152,2022-01-21 15:52:36,2022-01-21 16:29:48,MCT,BOM
2028,GF565,789,76,2022-01-21 14:35:31,2022-01-21 13:37:15,DME,CDG
2029,G9101,7M8,90,2022-01-21 09:54:52,2022-01-21 11:03:35,SHJ,DXB
2030,GF277,321,76,2022-01-21 09:14:45,2022-01-21 08:47:35,BKK,AMM
2031,GF791,333,129,2022-01-21 04:23:27,2022-01-21 04:48:20,DMM,AUH
2032,GF7044,320,97,2022-01-21 03:56:18,2022-01-21 02:17:58,DXB,MED
2033,TK3756,73G,111,2022-01-21 02:25:43,2022-01-21 01:46:52,AUH,DXB
2034,FZ021,73G,46,2022-01-20 21:04:16,2022-01-20 19:55:23,TRV,DXB
2035,GF543,333,76,2022-01-20 15:58:06,2022-01-20 15:32:44,HYD,ZZZ
2036,GF567,320,60,2022-01-20 10:34:30,2022-01-20 12:00:02,JED,AUH
2037,GF216,32Q,48,2022-01-20 07:39:21,2022-01-20 06:19:34,MNL,HKG
2038,GF110,73H,42,2022-01-20 06:21:08,2022-01-20 07:20:51,LHR,JED
2039,GF785,73H,58,2022-01-20 01:21:56,2022-01-20 02:40:33,COK,DXB
2040,GF112,321,114,2022-01-19 22:50:09,2022-01-20 00:16:35,SHJ,DME
2041,AI939,73G,78,2022-01-19 19:29:53,2022-01-19 20:39:14,MNL,NSY
2042,GF963,32N,175,2022-01-19 15:17:51,2022-01-19 14:24:41,DMM,DME
2043,SV528,332,111,2022-01-19 11:24:12,2022-01-19 11:23:15,SAW,RUH
2044,GF142,321,47,2022-01-19 05:55:49,2022-01-19 05:24:30,HKG,FRA
2045,PC824,332,80,2022-01-19 03:14:20,2022-01-19 01:39:44,JED,COK
2046,GF180,73H,74,2022-01-18 21:45:54,2022-01-18 20:42:07,BOM,DXB
2047,GF503,789,124,2022-01-18 17:51:45,2022-01-18 17:17:54,ELQ,DXB
2048,AI939,77W,33,2022-01-18 12:04:23,2022-01-18 11:36:37,NBO,CMN
2049,AI939,738,134,2022-01-18 09:43:33,2022-01-18 10:48:13,COK,TTH
2050,GF016,32Q,93,2022-01-18 06:38:51,2022-01-18 07:49:19,KHI,LHR
2051,GF026,738,56,2022-01-18 05:49:21,2022-01-18 06:33:52,BLR,CDG
2052,GF771,73H,80,2022-01-18 03:16:30,2022-01-18 02:45:53,DXB,SKT
2053,WY655,332,58,2022-01-17 22:32:10,2022-01-17 21:24:34,AUH,DMM
2054,J9103,738,161,2022-01-17 21:28:44,2022-01-17 21:16:23,MED,JED
2055,GF545,32N,160,2022-01-17 15:58:51,2022-01-17 14:32:56,JED,NHD
2056,EK839,32Q,156,2022-01-17 12:51:17,2022-01-17 13:59:37,MCT,DXB
2057,GF164,333,276,2022-01-17 08:25:39,2022-01-17 09:56:42,DEL,RUH
2058,GF188,32N,51,2022-01-17 02:44:16,2022-01-17 03:01:10,CCJ,ADJ
2059,GF110,320,121,2022-01-16 19:53:22,2022-01-16 19:34:15,TRV,DMM
2060,GF002,32Q,43,2022-01-16 12:58:50,2022-01-16 14:04:50,SKT,DAC
2061,GF561,738,169,2022-01-16 12:19:11,2022-01-16 11:34:17,DME,AUH
2062,GF057,32Q,157,2022-01-16 10:17:34,2022-01-16 11:50:13,AUH,TZX
2063,FZ027,7M8,115,2022-01-16 08:35:18,2022-01-16 09:04:23,HKG,TRV
2064,GF022,320,45,2022-01-16 06:30:22,2022-01-16 06:41:35,TLV,DXB
2065,FZ021,333,152,2022-01-16 03:32:17,2022-01-16 03:06:13,TZX,KHI
2066,GF543,789,73,2022-01-16 02:20:51,2022-01-16 03:34:03,NSY,JED
2067,GF963,77W,59,2022-01-15 23:56:27,2022-01-15 23:06:19,DXB,ATH
2068,SV520,7M8,85,2022-01-15 20:08:04,2022-01-15 20:54:40,KHI,MCT
2069,EY375,333,270,2022-01-15 16:19:11,2022-01-15 15:01:36,BOM,EMA
2070,GF164,320,219,2022-01-15 10:55:43,2022-01-15 11:49:20,MED,TRV
2071,GF166,73G,163,2022-01-15 09:10:47,2022-01-15 10:49:29,TTH,FRA
2072,GF507,332,34,2022-01-15 02:44:12,2022-01-15 01:43:03,HYD,DXB
2073,GF006,332,156,2022-01-15 01:29:51,2022-01-15 02:03:05,CAI,DXB
2074,FZ023,32Q,121,2022-01-14 19:33:25,2022-01-14 18:34:27,AMM,IST
2075,GF188,32Q,127,2022-01-14 14:48:36,2022-01-14 15:06:14,LHR,KEZ
2076,GF753,77W,134,2022-01-14 07:59:57,2022-01-14 06:40:39,JED,JED
2077,GF261,32N,89,2022-01-14 02:50:29,2022-01-14 02:39:37,DMM,CVG
2078,GF135,7M8,149,2022-01-14 00:45:13,2022-01-13 23:22:41,DEL,TLV
2079,H6891,320,106,2022-01-13 21:47:44,2022-01-13 22:33:33,TRV,ELQ
2080,GF509,32Q,114,2022-01-13 21:33:43,2022-01-13 20:32:20,AMM,HKG
2081,GF771,32Q,58,2022-01-13 18:53:58,2022-01-13 18:07:05,NBO,LHR
2082,GF042,73G,129,2022-01-13 12:51:15,2022-01-13 12:53:08,XJD,DEL
2083,TK778,321,139,2022-01-13 08:50:22,2022-01-13 09:20:05,MCT,LYP
2084,GF168,320,185,2022-01-13 07:33:37,2022-01-13 08:12:26,AMM,XJD
2085,GF505,321,86,2022-01-13 04:37:59,2022-01-13 03:55:41,IST,AUH
2086,KU613,32N,49,2022-01-13 01:17:46,2022-01-13 02:44:30,DAC,JED
2087,GF104,77W,125,2022-01-12 20:11:18,2022-01-12 19:18:24,CAI,JED
2088,EY375,320,59,2022-01-12 14:14:14,2022-01-12 12:54:47,DEL,DEL
2089,EY371,32N,149,2022-01-12 07:59:13,2022-01-12 06:21:28,LHR,DAC
2090,GF184,73H,96,2022-01-12 06:15:17,2022-01-12 07:07:13,MAA,AUH
2091,GF080,77W,155,2022-01-11 23:37:00,2022-01-12 00:36:33,MUX,LHR
2092,H6891,32N,133,2022-01-11 22:36:04,2022-01-11 21:05:08,MCT,JED
2093,GF507,320,286,2022-01-11 19:34:37,2022-01-11 20:34:06,MCT,ZZZ
2094,GF145,789,121,2022-01-11 19:23:24,2022-01-11 20:31:39,CAI,TRV
2095,GF277,73H,123,2022-01-11 17:33:49,2022-01-11 16:04:36,DXB,CAI
2096,LH636,73H,70,2022-01-11 17:11:29,2022-01-11 16:32:26,BKK,NBO
2097,WY655,73H,270,2022-01-11 10:41:14,2022-01-11 09:31:51,JED,BOM
2098,GF180,738,168,2022-01-11 07:22:43,2022-01-11 08:30:53,JED,KHB
2099,FZ029,77W,141,2022-01-11 02:09:23,2022-01-11 02:41:34,DXB,MED
2100,GF080,7M8,131,2022-01-10 19:18:28,2022-01-10 18:17:48,CAI,HKG
2101,PC824,738,128,2022-01-10 18:31:31,2022-01-10 17:36:01,DWC,TZX
2102,GF182,789,127,2022-01-10 13:19:40,2022-01-10 13:26:18,DXB,SHJ
2103,GF016,332,44,2022-01-10 07:12:49,2022-01-10 06:16:34,KHI,BAH
2104,GF963,332,141,2022-01-10 01:46:55,2022-01-10 02:32:43,KHI,TRV
2105,GF251,321,157,2022-01-10 01:34:50,2022-01-10 02:30:26,CMN,DXB
2106,GF513,321,157,2022-01-10 01:34:41,2022-01-10 02:43:08,DXB,AUH
2107,WY653,73G,108,2022-01-09 20:34:36,2022-01-09 21:51:07,BOM,AMM
2108,GF212,789,43,2022-01-09 18:27:42,2022-01-09 17:18:25,BOM,ZZZ
2109,TK778,77W,109,2022-01-09 14:58:03,2022-01-09 15:33:29,SAW,DXB
2110,GF013,7M8,137,2022-01-09 09:56:12,2022-01-09 10:10:39,NBO,HYD
2111,GF186,738,96,2022-01-09 09:51:39,2022-01-09 08:14:02,DXB,DMM
2112,PC824,77W,131,2022-01-09 07:04:25,2022-01-09 08:25:59,LEJ,TRV
2113,GF112,73G,286,2022-01-09 04:44:23,2022-01-09 04:39:08,TBS,CAI
2114,FZ029,77W,62,2022-01-09 01:32:45,2022-01-09 00:18:21,DXB,AUH
2115,FZ021,738,89,2022-01-08 22:40:35,2022-01-08 22:14:53,EMA,BKK
2116,GF070,32N,106,2022-01-08 18:23:58,2022-01-08 16:51:25,MXP,LHE
2117,FZ027,320,145,2022-01-08 16:08:01,2022-01-08 14:37:03,LCA,ELQ
2118,FZ029,789,99,2022-01-08 16:02:40,2022-01-08 15:39:59,AUH,DXB
2119,GF2771,789,55,2022-01-08 15:28:09,2022-01-08 13:53:11,AUH,CAI
2120,MS920,73G,133,2022-01-08 12:48:14,2022-01-08 13:36:48,DXB,LHR
2121,GF791,32N,148,2022-01-08 07:34:23,2022-01-08 07:27:41,AUH,MED
2122,GF013,77W,267,2022-01-08 06:42:15,2022-01-08 05:28:52,LYP,DEL
2123,SV526,332,255,2022-01-08 04:30:07,2022-01-08 04:54:44,DXB,DXB
2124,GF065,7M8,116,2022-01-07 22:23:21,2022-01-07 22:15:44,HKG,CVG
2125,GF220,333,43,2022-01-07 17:31:23,2022-01-07 19:05:37,AMM,AMM
2126,GF283,321,185,2022-01-07 13:08:04,2022-01-07 14:10:26,DEL,CCJ
2127,GF785,32N,84,2022-01-07 12:45:31,2022-01-07 14:07:08,SKT,DAC
2128,FZ021,7M8,135,2022-01-07 10:10:19,2022-01-07 11:42:57,MAA,MAN
2129,GF044,320,78,2022-01-07 06:34:08,2022-01-07 07:24:29,RUH,LEJ
2130,GF142,32N,165,2022-01-07 00:48:38,2022-01-06 23:56:22,KMC,JED
2131,TK3758,32Q,140,2022-01-06 19:56:30,2022-01-06 19:19:39,AUH,DXB
2132,GF565,73H,100,2022-01-06 17:39:30,2022-01-06 18:33:37,DXB,HKG
2133,GF168,32N,85,2022-01-06 13:20:40,2022-01-06 13:40:43,KHB,LHR
2134,G9101,321,110,2022-01-06 12:34:13,2022-01-06 12:00:11,HKG,ZZZ
2135,GF186,789,110,2022-01-06 12:10:56,2022-01-06 12:22:21,TLV,CDG
2136,MS920,333,130,2022-01-06 08:26:29,2022-01-06 06:50:18,AUH,MED
2137,GF503,73G,88,2022-01-06 04:10:26,2022-01-06 03:30:33,DXB,DEL
2138,GF251,321,123,2022-01-05 21:17:03,2022-01-05 20:47:37,CCJ,KEZ
2139,TK778,738,173,2022-01-05 16:09:08,2022-01-05 17:33:14,ELQ,KMC
2140,GF567,73H,101,2022-01-05 14:34:37,2022-01-05 13:49:16,RUH,CMN
2141,TK3756,32Q,130,2022-01-05 08:15:42,2022-01-05 09:52:53,AUH,BGW
2142,TK3758,7M8,59,2022-01-05 08:10:40,2022-01-05 08:10:43,MCT,DMM
2143,G9103,7M8,80,2022-01-05 06:44:34,2022-01-05 06:17:41,AUH,COK
2144,3L010,789,61,2022-01-05 01:05:19,2022-01-04 23:30:01,JED,MAA
2145,GF046,7M8,267,2022-01-05 00:45:33,2022-01-04 23:50:33,DXB,LYP
2146,GF769,789,108,2022-01-04 22:57:26,2022-01-04 22:19:41,DEL,DXB
2147,EY371,7M8,65,2022-01-04 17:39:21,2022-01-04 17:52:14,AUH,SIN
2148,GF963,7M8,122,2022-01-04 16:45:54,2022-01-04 17:52:22,MED,KHI
2149,EY377,789,34,2022-01-04 13:33:36,2022-01-04 13:58:56,DXB,DXB
2150,GF785,738,125,2022-01-04 12:51:38,2022-01-04 12:28:05,CAI,FRA
2151,FZ021,738,111,2022-01-04 08:56:14,2022-01-04 07:44:52,ADJ,JED
2152,BA125,32N,128,2022-01-04 06:16:39,2022-01-04 06:16:22,DXB,DMM
2153,PC824,321,135,2022-01-04 02:56:28,2022-01-04 02:26:17,HYD,LEJ
2154,GF016,321,154,2022-01-03 23:21:26,2022-01-03 23:13:00,DXB,CAI
2155,G9101,333,125,2022-01-03 17:12:56,2022-01-03 16:07:08,IST,XJD
2156,GF7044,7M8,56,2022-01-03 12:48:47,2022-01-03 12:41:28,DXB,FRA
2157,GF771,320,59,2022-01-03 09:37:27,2022-01-03 11:09:51,MED,BOM
2158,SV520,333,274,2022-01-03 03:57:41,2022-01-03 05:31:57,MNL,DMM
2159,GF771,7M8,141,2022-01-02 22:49:55,2022-01-02 22:40:08,LEJ,BGW
2160,GF184,73H,105,2022-01-02 20:53:44,2022-01-02 22:25:04,DXB,DXB
2161,EY377,77W,132,2022-01-02 19:08:38,2022-01-02 18:48:26,EMA,SHJ
2162,GF565,7M8,164,2022-01-02 17:53:43,2022-01-02 19:17:26,TLV,DXB
2163,GF7044,32Q,62,2022-01-02 12:06:47,2022-01-02 12:55:32,CCJ,DXB
2164,GF787,32N,74,2022-01-02 11:43:34,2022-01-02 12:24:39,DXB,DMM
2165,GF166,320,145,2022-01-02 08:57:41,2022-01-02 08:46:56,LEJ,BAH
2166,EK835,32N,65,2022-01-02 05:48:00,2022-01-02 07:07:41,DXB,DXB
2167,FZ023,738,197,2022-01-02 01:45:49,2022-01-02 01:42:26,BKK,DXB
2168,GF277,7M8,135,2022-01-02 00:15:00,2022-01-02 01:13:08,AUH,LEJ
2169,GF765,321,149,2022-01-01 21:26:02,2022-01-01 21:44:53,COK,PEW
2170,GF133,321,66,2022-01-01 20:28:17,2022-01-01 19:36:01,DEL,BOM
2171,EK837,73H,145,2022-01-01 14:02:55,2022-01-01 15:00:49,LEJ,BOM
2172,GF162,32N,142,2022-01-01 07:41:06,2022-01-01 06:52:13,DEL,ZZZ
2173,GF004,7M8,135,2022-01-01 05:16:47,2022-01-01 04:02:20,AUH,DXB
2174,GF018,7M8,154,2022-01-01 03:29:07,2022-01-01 03:11:31,LUX,KHB
2175,SV520,321,98,2021-12-31 23:03:00,2021-12-31 23:42:47,XJD,ISB
2176,EK839,321,142,2021-12-31 17:21:58,2021-12-31 16:06:52,ADJ,AUH
2177,GF002,73G,140,2021-12-31 16:28:52,2021-12-31 15:31:09,DXB,DXB
2178,GF791,332,85,2021-12-31 09:44:07,2021-12-31 10:03:46,AMM,CVG
2179,GF184,320,157,2021-12-31 04:17:44,2021-12-31 04:18:07,SHJ,LEJ
2180,GF153,73H,234,2021-12-31 03:58:03,2021-12-31 02:21:53,HKG,SHJ
2181,GF063,32Q,42,2021-12-31 02:20:15,2021-12-31 03:30:52,DXB,DXB
2182,GF973,7M8,105,2021-12-31 01:31:29,2021-12-31 02:35:14,PEW,CAI
2183,GF513,73H,59,2021-12-30 23:02:20,2021-12-30 23:20:53,SHJ,KEZ
2184,GF963,332,161,2021-12-30 22:57:01,2021-12-31 00:29:45,COK,SHJ
2185,GF261,321,157,2021-12-30 21:07:45,2021-12-30 22:41:54,CDG,DXB
2186,GF561,73H,105,2021-12-30 16:19:26,2021-12-30 16:50:27,AUH,ADD
2187,ET424,73G,46,2021-12-30 12:16:44,2021-12-30 13:31:28,DMM,KMC
2188,G9101,738,124,2021-12-30 11:37:07,2021-12-30 11:28:04,NBO,KEZ
2189,GF186,738,133,2021-12-30 11:02:43,2021-12-30 10:32:08,DXB,KWI
2190,GF022,77W,104,2021-12-30 08:52:38,2021-12-30 09:33:22,DEL,LEJ
2191,OV263,77W,270,2021-12-30 05:49:21,2021-12-30 06:04:30,BOM,MCT
2192,GF543,77W,133,2021-12-30 02:35:25,2021-12-30 03:31:52,EBL,TTH
2193,GF973,77W,136,2021-12-29 22:19:40,2021-12-29 21:49:44,AUH,MNL
2194,GF168,332,272,2021-12-29 21:26:45,2021-12-29 20:01:26,DXB,JED
2195,KU613,7M8,43,2021-12-29 15:55:16,2021-12-29 16:37:08,BKK,KHB
2196,LH636,738,65,2021-12-29 10:50:40,2021-12-29 11:44:22,CDG,SHJ
2197,GF2029,7M8,134,2021-12-29 04:53:45,2021-12-29 05:46:33,AUH,HKG
2198,GF277,332,45,2021-12-29 02:25:27,2021-12-29 01:10:41,LCA,DXB
2199,GF283,73G,142,2021-12-28 21:05:21,2021-12-28 22:41:36,HKG,SHJ
2200,IX889,32N,106,2021-12-28 18:37:17,2021-12-28 17:39:12,NBO,ZZZ
2201,PC824,73G,141,2021-12-28 14:03:28,2021-12-28 15:34:36,MAN,KHI
2202,GF563,789,135,2021-12-28 09:10:04,2021-12-28 10:28:16,DXB,BOM
2203,GF503,77W,116,2021-12-28 02:44:58,2021-12-28 02:57:06,LEJ,HYD
2204,GF112,32N,141,2021-12-27 21:56:12,2021-12-27 22:05:20,DXB,BOM
2205,GF182,7M8,53,2021-12-27 21:28:44,2021-12-27 21:54:24,XJD,KEZ
2206,GF963,73G,285,2021-12-27 17:33:57,2021-12-27 18:33:19,MXP,CVG
2207,GF013,332,46,2021-12-27 13:44:20,2021-12-27 14:47:22,MXP,DXB
2208,BA125,321,56,2021-12-27 07:45:24,2021-12-27 06:56:48,DXB,FRA
2209,GF104,333,96,2021-12-27 06:23:03,2021-12-27 04:51:42,LHR,TRV
2210,PC824,321,162,2021-12-27 02:51:05,2021-12-27 04:20:09,RUH,AUH
2211,PC824,332,50,2021-12-26 21:17:58,2021-12-26 21:06:49,JED,AMM
2212,GF172,73G,97,2021-12-26 16:23:48,2021-12-26 16:54:58,MNL,RUH
2213,GF182,32N,95,2021-12-26 16:09:43,2021-12-26 14:33:47,DXB,BKK
2214,GF249,320,43,2021-12-26 16:08:55,2021-12-26 17:31:04,LYP,JED
2215,GF2771,321,159,2021-12-26 13:28:40,2021-12-26 14:27:04,DXB,IST
2216,GF563,7M8,59,2021-12-26 10:52:32,2021-12-26 10:13:17,MCT,BAH
2217,GF509,321,159,2021-12-26 05:55:55,2021-12-26 06:46:58,CDG,DMM
2218,J9103,332,147,2021-12-26 01:06:46,2021-12-26 00:38:08,ZZZ,XJD
2219,GF190,73G,151,2021-12-26 01:04:57,2021-12-26 02:15:13,BOM,ADJ
2220,GF513,32Q,76,2021-12-25 21:27:02,2021-12-25 20:01:28,DEL,AUH
2221,GF006,333,262,2021-12-25 15:19:10,2021-12-25 16:07:18,NHD,DXB
2222,GF145,321,61,2021-12-25 09:43:59,2021-12-25 09:48:39,LUX,MCT
2223,GF070,321,105,2021-12-25 03:55:06,2021-12-25 02:22:51,DXB,KEZ
2224,GF963,73H,144,2021-12-24 22:06:20,2021-12-24 22:13:05,LHR,LHR
2225,PC824,738,61,2021-12-24 21:16:11,2021-12-24 22:45:44,BGW,DXB
2226,GF061,333,145,2021-12-24 15:59:33,2021-12-24 16:29:44,CVG,MAA
2227,GF787,333,130,2021-12-24 09:13:48,2021-12-24 07:39:11,MUX,LYP
2228,EK837,332,49,2021-12-24 04:52:59,2021-12-24 03:37:41,AUH,SHJ
2229,GF511,32N,122,2021-12-23 22:23:10,2021-12-23 21:33:55,LUX,MCT
2230,FZ027,7M8,146,2021-12-23 21:19:41,2021-12-23 20:54:31,DAC,KHB
2231,GF505,321,185,2021-12-23 18:53:28,2021-12-23 17:49:02,MED,DEL
2232,G9101,789,108,2021-12-23 14:42:00,2021-12-23 13:34:46,BOM,HYD
2233,GF002,321,114,2021-12-23 10:38:50,2021-12-23 10:23:38,NBO,NSY
2234,GF018,333,233,2021-12-23 09:22:16,2021-12-23 08:01:57,HKG,HKG
2235,PC824,73H,132,2021-12-23 06:14:19,2021-12-23 05:17:19,MNL,DME
2236,GF771,77W,212,2021-12-23 03:08:15,2021-12-23 03:55:58,DXB,LYP
2237,GF751,320,122,2021-12-23 01:15:01,2021-12-23 00:03:52,MCT,IST
2238,GF013,321,92,2021-12-22 19:27:42,2021-12-22 21:00:58,IST,LEJ
2239,GF053,32N,30,2021-12-22 14:21:52,2021-12-22 13:20:15,KHB,ADJ
2240,EY375,321,58,2021-12-22 10:25:10,2021-12-22 08:47:43,HKG,CDG
2241,GF785,332,148,2021-12-22 07:03:29,2021-12-22 05:38:08,AUH,COK
2242,KU615,73G,66,2021-12-22 04:19:52,2021-12-22 04:54:32,DMM,AUH
2243,GF002,73G,285,2021-12-21 22:38:29,2021-12-21 23:24:23,ADD,FRA
2244,GF507,73G,121,2021-12-21 17:21:23,2021-12-21 18:31:58,DXB,DXB
2245,GF277,77W,135,2021-12-21 14:58:42,2021-12-21 16:31:11,DEL,JED
2246,GF065,73G,129,2021-12-21 12:30:00,2021-12-21 12:20:06,JED,JED
2247,GF057,32N,133,2021-12-21 12:26:13,2021-12-21 10:55:17,AUH,IST
2248,5W7029,320,61,2021-12-21 10:41:56,2021-12-21 12:01:02,DMM,KMC
2249,GF131,7M8,80,2021-12-21 07:35:55,2021-12-21 06:04:09,DXB,CMN
2250,XQ6500,320,153,2021-12-21 03:07:59,2021-12-21 02:21:49,JED,HKG
2251,GF567,32N,94,2021-12-20 22:11:49,2021-12-20 21:18:05,DXB,BAH
2252,GF785,73H,136,2021-12-20 19:34:14,2021-12-20 19:41:58,DXB,DXB
2253,GF771,789,130,2021-12-20 13:54:52,2021-12-20 12:19:52,CVG,JED
2254,EK837,320,145,2021-12-20 11:19:16,2021-12-20 11:12:04,DEL,LHR
2255,PC824,73H,123,2021-12-20 10:02:57,2021-12-20 10:10:01,CAI,DXB
2256,GF182,789,59,2021-12-20 04:20:34,2021-12-20 05:53:02,KMC,DXB
2257,GF509,789,65,2021-12-20 01:06:10,2021-12-20 00:48:31,DXB,AUH
2258,PC824,332,283,2021-12-20 00:46:23,2021-12-20 00:33:19,RUH,MNL
2259,GF131,77W,160,2021-12-19 17:53:48,2021-12-19 17:00:49,DMM,MCT
2260,GF563,789,131,2021-12-19 11:07:48,2021-12-19 10:42:02,CDG,RUH
2261,TK778,320,159,2021-12-19 08:23:50,2021-12-19 09:47:45,KEZ,JED
2262,GF277,789,76,2021-12-19 06:07:32,2021-12-19 06:03:58,SHJ,BLR
2263,GF166,321,29,2021-12-19 04:49:27,2021-12-19 05:45:03,AUH,DXB
2264,GF785,32Q,60,2021-12-19 03:36:32,2021-12-19 02:59:08,RUH,CAI
2265,GF082,32Q,130,2021-12-18 22:22:08,2021-12-18 21:19:31,MNL,DXB
2266,GF216,73G,154,2021-12-18 17:07:56,2021-12-18 18:23:39,LHR,SHJ
2267,GF082,73G,85,2021-12-18 10:57:46,2021-12-18 12:13:13,DXB,CAI
2268,PC824,332,151,2021-12-18 05:49:35,2021-12-18 05:43:56,DXB,SHJ
2269,GF022,332,150,2021-12-17 23:26:01,2021-12-17 22:34:20,TTH,DXB
2270,GF145,738,44,2021-12-17 16:37:43,2021-12-17 18:03:46,DAC,SHJ
2271,IX473,73G,106,2021-12-17 10:47:36,2021-12-17 10:23:20,TRV,MED
2272,H6891,77W,212,2021-12-17 06:28:08,2021-12-17 06:06:15,NBO,DXB
2273,PC824,32N,147,2021-12-17 02:49:46,2021-12-17 03:39:34,EMA,DXB
2274,GF767,32Q,131,2021-12-16 22:30:08,2021-12-16 21:53:17,DEL,MCT
2275,GF026,789,145,2021-12-16 19:41:29,2021-12-16 20:59:33,KHB,DEL
2276,LH636,738,216,2021-12-16 12:52:45,2021-12-16 12:37:42,DXB,KHB
2277,GF016,333,136,2021-12-16 06:16:47,2021-12-16 05:41:30,NBO,TTH
2278,J9103,320,133,2021-12-16 06:09:11,2021-12-16 06:55:04,DXB,NHD
2279,GF503,321,254,2021-12-16 05:04:18,2021-12-16 05:12:06,KMC,TRV
2280,GF065,332,89,2021-12-15 22:44:23,2021-12-16 00:15:00,ADD,SHJ
2281,GF271,77W,255,2021-12-15 17:42:27,2021-12-15 19:16:52,JED,KHB
2282,PC824,73H,68,2021-12-15 12:06:59,2021-12-15 13:27:07,BOM,DXB
2283,PC824,77W,40,2021-12-15 09:19:52,2021-12-15 10:11:44,BOM,LUX
2284,GF006,77W,108,2021-12-15 09:03:39,2021-12-15 10:11:48,DXB,SAW
2285,GF069,32Q,270,2021-12-15 05:03:06,2021-12-15 06:12:18,KMC,DEL
2286,FZ027,7M8,125,2021-12-15 00:56:47,2021-12-15 01:16:40,LHR,LEJ
2287,PC824,32N,70,2021-12-15 00:10:53,2021-12-15 00:25:35,TRV,CAI
2288,GF180,77W,69,2021-12-14 18:43:09,2021-12-14 18:02:48,EMA,EMA
2289,GF767,32N,285,2021-12-14 18:16:13,2021-12-14 19:15:51,LHE,DME
2290,GF251,32Q,73,2021-12-14 17:26:56,2021-12-14 17:17:04,DXB,DMM
2291,SV528,7M8,120,2021-12-14 16:31:52,2021-12-14 15:26:50,IST,LYP
2292,GF216,73G,125,2021-12-14 13:24:03,2021-12-14 13:12:19,DXB,CCJ
2293,GF541,333,160,2021-12-14 12:24:11,2021-12-14 12:23:27,TTH,KMC
2294,PK187,333,273,2021-12-14 11:55:32,2021-12-14 13:04:33,JED,DXB
2295,GF565,333,29,2021-12-14 06:33:12,2021-12-14 07:42:49,BKK,DAC
2296,GF511,32Q,262,2021-12-14 00:15:23,2021-12-14 01:44:43,BKK,LEJ
2297,FZ023,320,59,2021-12-13 18:41:43,2021-12-13 17:14:46,SAW,BOM
2298,ET424,789,70,2021-12-13 16:40:59,2021-12-13 16:55:28,DAC,DEL
2299,GF771,77W,135,2021-12-13 14:40:29,2021-12-13 13:27:18,DEL,BOM
2300,GF166,32N,115,2021-12-13 14:34:32,2021-12-13 13:31:11,BOM,COK
2301,GF145,789,66,2021-12-13 13:04:02,2021-12-13 13:31:41,MUX,RUH
2302,J9103,320,43,2021-12-13 12:01:39,2021-12-13 13:36:06,KHB,EBL
2303,FZ023,73G,110,2021-12-13 10:42:53,2021-12-13 10:29:16,MCT,DXB
2304,GF046,32Q,175,2021-12-13 04:21:34,2021-12-13 02:51:10,DXB,EBL
2305,GF190,332,73,2021-12-13 03:49:53,2021-12-13 04:18:21,HYD,DXB
2306,GF561,789,114,2021-12-13 02:44:43,2021-12-13 01:48:43,MAN,AMM
2307,GF753,73G,121,2021-12-13 02:28:51,2021-12-13 00:56:02,DWC,DMM
2308,GF082,32N,168,2021-12-13 00:28:14,2021-12-13 01:53:27,AUH,LCA
